Cell 1,Cell 2,Cell 3,Cell 4,Cell 5,Cell 6,Cell 7,Cell 8,Cell 9,Cell 10,Cell 11,Cell 12,Cell 13,Cell 14,Cell 15,Cell 16,Cell 17,Cell 18,Cell 19,Cell 20,Cell 21,Cell 22,Cell 23,Cell 24,Cell 25,Cell 26,Cell 27,Cell 28,Cell 29,Cell 30,Cell 31,Cell 32,Cell 33,Cell 34,Cell 35,Cell 36,Cell 37,Cell 38,Cell 39,Cell 40,Cell 41,Cell 42,Cell 43,Cell 44,Cell 45,Cell 46,Cell 47,Cell 48,Cell 49,Cell 50,Cell 51,Cell 52,Cell 53,Cell 54,Cell 55,Cell 56,Cell 57,Cell 58,Cell 59,Cell 60,Cell 61,Cell 62,Cell 63,Cell 64,Cell 65,Cell 66,Cell 67,Cell 68,Cell 69,Cell 70,Cell 71,Cell 72,Cell 73,Cell 74,Cell 75,Cell 76,Cell 77,Cell 78,Cell 79,Cell 80,Cell 81,Cell 82,Cell 83,Cell 84,Cell 85,Cell 86,Cell 87,Cell 88,Cell 89,Cell 90,Cell 91,Cell 92,Cell 93,Cell 94,Cell 95,Cell 96,Cell 97,Cell 98,Cell 99
0.0100751217,0.0093762192,0.0110833056,0.0056458562,0.0056396283,0.0261854709,0.025124849,0.0252177507,0.0203686868,0.0220520292,0.0175664889,0.01440233,0.0280677656,0.0308016189,0.0312891276,0.0291192383,0.0300761901,0.0215452759,0.0159244731,0.0205145521,0.0231439492,0.0245440856,0.0217779018,0.0229028132,0.0188727491,0.0122872678,0.0113388069,0.0131833169,0.0190796249,0.0206606323,0.0240947449,0.0217958321,0.0132790664,0.0078045932,0.0097415703,0.0131880362,0.0153012424,0.0191427844,0.0200180507,0.0170364242,0.0052412296,0.0076498839,0.0102250694,0.0130137803,0.0168933149,0.0190997434,0.0182933163,0.0027990379,0.0059432614,0.0068975489,0.0099624528,0.0142838147,0.0183224096,0.0187348708,0.0043913907,0.0085563365,0.0088541424,0.0109400679,0.0133385456,0.0187834215,0.021219283,0.0109394788,0.0157847175,0.0139853089,0.0144954068,0.0164550057,0.0191987572,0.0203165628,0.0201084801,0.0220944352,0.018586046,0.0183212423,0.020209417,0.0203426406,0.0179395125,0.0103491931,0.0157033356,0.0152193931,0.0146650559,0.0158756762,0.0140765735,0.0086354238,0.0032854839,0.0072551123,0.0054960015,0.006379323,0.007337198,0.0040992142,0.0024100303,0.0112957107,0.0074519584,0.0025820861,0.0016189786,0.0021898175,0.00389056,0.0086644521,0.0039980882,0.0041647871,0.0036202741
0.0090647474,0.0082801717,0.0100548471,0.0046413335,0.0049242523,0.0249961205,0.0238085347,0.0238459029,0.01904699,0.020423652,0.0161541957,0.013321691,0.0271123658,0.0296565264,0.0300093844,0.0277944358,0.0286012228,0.020184924,0.0147235683,0.0203478242,0.0228746278,0.0241141683,0.0212042365,0.0222570131,0.0181476391,0.0115974071,0.0116429303,0.0136224499,0.0192658119,0.0206754922,0.0239230787,0.0215382052,0.0129539251,0.0082061334,0.0101736149,0.0136074985,0.0158926951,0.0195020767,0.0203163396,0.0172092405,0.0056945977,0.0081510239,0.0107060809,0.0135746582,0.0175066933,0.0196614017,0.0188608607,0.0031154323,0.0064632438,0.0074671504,0.0105986149,0.015022963,0.0190280673,0.0196019572,0.0049236077,0.009275858,0.0096873747,0.0118786168,0.0142205022,0.0197796396,0.0223405148,0.0120204763,0.0170894113,0.0153683252,0.0157878749,0.0176688962,0.0204034161,0.0216160253,0.0219046413,0.0239959518,0.0202996963,0.0198422188,0.0217774899,0.0216860856,0.0191783549,0.0118970269,0.0173565072,0.016781662,0.0161906023,0.0173549887,0.0152529542,0.0097212137,0.0039786431,0.0087033987,0.0064607592,0.0073529112,0.0083541519,0.0048443884,0.0029786951,0.0129832108,0.0084642127,0.0030593399,0.0019980549,0.0027600001,0.0044008024,0.0098347789,0.0046635113,0.0048563716,0.0041887352
0.0083082468,0.0075346462,0.0091646812,0.0039747047,0.0044688301,0.0239617794,0.0226412686,0.0225891994,0.0178842267,0.0190317776,0.0150655423,0.0124438456,0.0261386297,0.0285792361,0.0288074842,0.026586654,0.0272596225,0.0189570238,0.0136839501,0.0201299351,0.0225925542,0.0236644252,0.0207022616,0.0216551716,0.0174866252,0.010996893,0.0119446923,0.0139996968,0.0194704547,0.0207044912,0.0237596918,0.021303705,0.0126136973,0.008625399,0.0106242683,0.0141669962,0.0164453734,0.0198814132,0.0206227984,0.0174050391,0.0061069375,0.0087213129,0.0112661931,0.0141663136,0.0180953096,0.020198562,0.019392697,0.003464091,0.0071575759,0.0081504887,0.011222877,0.0157356765,0.0196903503,0.0203767307,0.0056028005,0.0100320835,0.0105187446,0.012721324,0.0150614778,0.0206604552,0.0233375956,0.013247852,0.0183943159,0.0166924986,0.0169795747,0.018837694,0.0215419656,0.0227125744,0.0236808898,0.0257564258,0.0219545189,0.0212736879,0.0232536782,0.022908649,0.0202926585,0.0134291265,0.0189438712,0.0182577307,0.0176175241,0.018888343,0.0163381145,0.0106992408,0.0051124154,0.0100298785,0.0075428917,0.008286866,0.0093305028,0.0055426596,0.0034959665,0.0145740368,0.009490609,0.0037439254,0.0024676409,0.0034081183,0.0048818211,0.0109087737,0.0053254245,0.005560015,0.0047593479
0.0077134974,0.0069077824,0.0083324333,0.0034369755,0.0040350192,0.0230288222,0.0215932848,0.0214854897,0.0168901828,0.0178414598,0.0141992609,0.011685636,0.0252258994,0.0276111706,0.0277147786,0.0255564633,0.0261046742,0.017938935,0.0127966925,0.0199251658,0.022345751,0.023272601,0.02029564,0.021163003,0.0169518322,0.010482958,0.0122707282,0.0143373668,0.019716904,0.0208124301,0.0236742342,0.0211371939,0.0123018139,0.0090389321,0.0111053631,0.0147883546,0.0169967169,0.0202968554,0.0209866298,0.0176690889,0.0065475501,0.0092904938,0.0119233143,0.0148067946,0.0187009803,0.0207692909,0.0199643249,0.0038424875,0.0079124302,0.0088257024,0.011831237,0.0164583944,0.0203731057,0.0211493315,0.0063183686,0.0108352193,0.0113628289,0.0135747212,0.0159235104,0.0215113175,0.024277566,0.0145249336,0.0196960543,0.0179732289,0.0181523463,0.0199867025,0.0226628091,0.0237663493,0.0254756434,0.0274882711,0.0236068893,0.0226833121,0.0246887101,0.0241032849,0.0213765308,0.0149195231,0.0204679317,0.019686454,0.0189879798,0.0204026618,0.0174456846,0.0116658139,0.0063785615,0.0112970947,0.0086580233,0.0092426391,0.0102620911,0.0062959685,0.0039956024,0.016169515,0.0105421792,0.0044445001,0.0030191345,0.0040208491,0.0054175365,0.0119959294,0.0060263471,0.0062282309,0.005298374
0.0072471754,0.0063803724,0.0076464123,0.0030074464,0.0037071132,0.0222577385,0.0206661431,0.0205125348,0.0160638177,0.0168061754,0.0134936837,0.0110309999,0.0244479898,0.0267537178,0.026807542,0.024730932,0.0251541967,0.0171281352,0.0119961176,0.0197224162,0.0221200605,0.022942548,0.0199313067,0.0208006165,0.0165211267,0.0100870505,0.012589927,0.0146198214,0.0199530547,0.0209643034,0.0236825716,0.0210328453,0.0121060532,0.009444144,0.0115720508,0.0154438934,0.0175551309,0.0207624909,0.0213867251,0.0180475209,0.007037611,0.0098203139,0.0126001545,0.0154564548,0.019329568,0.0213553735,0.0205561773,0.0042443142,0.008574471,0.0094334453,0.0124301199,0.0171774725,0.0210868016,0.0219085777,0.0070460814,0.0116356756,0.0121808217,0.0144321115,0.0167981297,0.0223775546,0.025197502,0.0158490801,0.0209519173,0.0192302167,0.0192748931,0.0210925906,0.0237494786,0.0247829762,0.0272967843,0.0292063576,0.0251845162,0.0240085331,0.0260753422,0.0252639817,0.0224202252,0.0163482092,0.0219785118,0.0211122449,0.0203383934,0.0218219197,0.0187018277,0.0125670292,0.0075731051,0.0125147354,0.0098173874,0.0101857669,0.011223582,0.0072895486,0.0045245645,0.0177508398,0.0116036921,0.0052163396,0.0038179231,0.0045878735,0.0059667219,0.0131797644,0.0067003229,0.0068556921,0.0058711754
0.0068496427,0.0059285918,0.0071154507,0.0026366618,0.0034687618,0.0216193132,0.0198993331,0.0196682216,0.015341301,0.015918989,0.0128803318,0.0105127731,0.023843241,0.0260302008,0.0260883873,0.0240989465,0.0243569453,0.0164512451,0.0113216377,0.0195789216,0.0219380681,0.022690882,0.019640804,0.0205253895,0.0161424333,0.0097456368,0.0129043719,0.0149084157,0.0201975727,0.0211357731,0.0237590981,0.0209896533,0.0120069639,0.0099258009,0.0120234797,0.0160777762,0.0181128271,0.0212567245,0.0218123933,0.0184647484,0.0075443683,0.0103742018,0.0131995865,0.0161178691,0.0199862234,0.021944113,0.0211608589,0.0047351927,0.0091626601,0.0100690078,0.0130548456,0.0178869345,0.0218016937,0.0226411317,0.007763115,0.0123907793,0.0130243076,0.0152495164,0.0177024415,0.0232169118,0.0260951186,0.0171077704,0.0222128328,0.0204637628,0.0203789093,0.02217298,0.0247873089,0.0257516346,0.0290444926,0.0308988098,0.0267069276,0.0253011186,0.0274349108,0.0263989306,0.0234272902,0.0176965122,0.023470442,0.0225316554,0.021669453,0.0231727328,0.0199058887,0.0133783207,0.0087672316,0.0137184049,0.0109584926,0.0111089807,0.012200391,0.0083153103,0.0050208667,0.0193127796,0.0126969835,0.0060865069,0.0046211682,0.0050952609,0.0064812053,0.0144186179,0.0073235841,0.0075061584,0.0064512888
0.006522872,0.0055952726,0.0067126599,0.0023487455,0.0033398829,0.021065349,0.0192684397,0.0189749126,0.014701792,0.0151811167,0.0123941004,0.010159478,0.0232983084,0.0253916276,0.0254665311,0.0235567448,0.0236726054,0.0159003673,0.0108021891,0.0194854755,0.0217857991,0.0224750202,0.0194123277,0.0202938491,0.0158384816,0.0094748122,0.0132162919,0.0152041784,0.0204332484,0.0213164141,0.023849236,0.020984196,0.0119682028,0.0104407485,0.0125398191,0.0166839624,0.0186470636,0.0217601115,0.0222232728,0.0188627929,0.0080294692,0.0109928837,0.0137260596,0.0167833394,0.0206434092,0.0225283587,0.0217504989,0.0052539516,0.009738187,0.0106678247,0.0136992161,0.0185946387,0.0224844817,0.0233450068,0.0084713181,0.0131585484,0.0138839344,0.0160474744,0.0185833164,0.0240194536,0.0269567202,0.0182693163,0.0234469004,0.0216817126,0.0214305085,0.0232091285,0.0257541768,0.0266858064,0.0307427421,0.0325577846,0.0281975405,0.0265644277,0.0287519898,0.027488516,0.0243949616,0.0190243516,0.0249379181,0.0239390462,0.0229643698,0.0244884588,0.020926062,0.0140965112,0.0099429742,0.0149094362,0.0120025093,0.0120525377,0.0131969533,0.0093159986,0.0055093895,0.0208408044,0.0137613878,0.0069619139,0.0054150871,0.0055327944,0.0070098166,0.01575251,0.0079304923,0.0081500139,0.0070296596
0.0061921529,0.0053091913,0.0063622441,0.0021841945,0.003231486,0.0205510734,0.0187410481,0.0183960115,0.0141227523,0.0145563122,0.0119662289,0.0098378074,0.0227237095,0.0247741033,0.0248893296,0.0230345899,0.0230594528,0.0153797324,0.0103732645,0.0193702625,0.0216273771,0.0222401239,0.0191498782,0.0200527066,0.0155643251,0.0092377227,0.0135319623,0.0154896859,0.0206227352,0.0214685516,0.0239006162,0.0209524586,0.0118991435,0.0109167729,0.013087909,0.0172011316,0.0191393884,0.0222527794,0.0226021983,0.0192026583,0.0084717943,0.0116116058,0.0142467929,0.0174098434,0.0212460153,0.023064151,0.0222754007,0.005698391,0.0102804011,0.011167377,0.0143697095,0.0192752209,0.0231077567,0.0239920344,0.0091807782,0.0139564448,0.0147127566,0.016811278,0.0194243022,0.0247683186,0.0277312941,0.019378981,0.0246299616,0.0228695623,0.0224361496,0.0241821161,0.0266516092,0.0275133148,0.0323795755,0.0341451264,0.0296433733,0.0277773605,0.0299834372,0.0285053881,0.0252812941,0.0202926714,0.0263966763,0.0253146263,0.0241711416,0.0257318893,0.0218662124,0.0147558753,0.0110985941,0.0160743249,0.0129685458,0.012993181,0.0141587775,0.0101572818,0.0059527412,0.0222992267,0.0147947647,0.0077855877,0.0062047073,0.0059158205,0.0074937039,0.0169560678,0.008538734,0.0087306431,0.0075955348
0.0058435411,0.0050295189,0.0059836354,0.002110354,0.0030843044,0.0200386326,0.0182431311,0.0178262055,0.0135315711,0.013954876,0.0115716138,0.0094904327,0.0221354614,0.0241611009,0.0243076453,0.0225054707,0.022483824,0.0148352801,0.0100283008,0.0191935082,0.021417564,0.0219534656,0.0188454257,0.0197785091,0.0152480973,0.0089878422,0.0138322228,0.0157112594,0.0207502558,0.021558623,0.0239001027,0.0208763964,0.0117897574,0.0113461887,0.0135979156,0.0176305196,0.0195659014,0.0226708207,0.0229524722,0.0194809212,0.008890613,0.0121683802,0.0147226962,0.0179657171,0.0217857977,0.0235541559,0.0227349876,0.0060767499,0.0107612183,0.0116200212,0.015015853,0.0199089539,0.0236715326,0.0245626066,0.0098902681,0.014754918,0.0155134196,0.0175267034,0.0202316051,0.0254248492,0.0284082046,0.0204393035,0.0257359086,0.0239728746,0.0234083003,0.0251083772,0.0275015147,0.0282601963,0.0339472286,0.0356739854,0.031009219,0.0289440742,0.0311588812,0.02946562,0.0261044434,0.0214814514,0.0278190792,0.0266665464,0.0253357478,0.0269228588,0.0227668977,0.0154005533,0.0122090234,0.0171891949,0.013953983,0.013908859,0.0151267357,0.0108768287,0.0063329911,0.0237393789,0.0157932984,0.0085683615,0.0069058468,0.0063071944,0.0078995367,0.0180196829,0.0091247985,0.0093028639,0.0081675586
0.0055419445,0.0047804866,0.0056540682,0.0020423027,0.0029639649,0.0195135611,0.0177518446,0.0172520127,0.012943948,0.0133790157,0.0112024087,0.0091691128,0.0215202382,0.023556328,0.0236736099,0.021954869,0.0218773716,0.0142528911,0.0096792746,0.0189663614,0.0211210869,0.0215977773,0.0184942867,0.0194377329,0.014884793,0.0087038114,0.0140536266,0.0158599393,0.0207957386,0.0215595867,0.0238363099,0.0207336066,0.0116548887,0.0116819037,0.014017449,0.0179754831,0.0199196552,0.0229867481,0.0232176741,0.0197281596,0.0092730149,0.012629247,0.0151335742,0.0184496392,0.0222837523,0.0240061105,0.0231494961,0.006414312,0.0112005309,0.0120518063,0.0156340162,0.020476441,0.0242122626,0.0250682379,0.0105436268,0.0155151093,0.0162583282,0.0181998722,0.0209557911,0.0260071358,0.0290339894,0.0214507073,0.0268095987,0.0250058564,0.0243184738,0.0260178821,0.0282806928,0.0289475131,0.0354391764,0.0371570063,0.032329708,0.030053978,0.0322957522,0.030367325,0.0268897139,0.0226709454,0.0291759764,0.0279557758,0.026473205,0.0280725502,0.0236025052,0.0159915626,0.0132691978,0.0182990529,0.0149440584,0.0148228585,0.0160558983,0.0115729671,0.0067369845,0.0252158068,0.0167935951,0.0093004273,0.0075740952,0.0066417369,0.0082410215,0.0190643728,0.00972369,0.0098917771,0.0087235641
0.0053089843,0.0045058977,0.0053623461,0.0019751879,0.0028520213,0.0189973318,0.0172626872,0.0166852023,0.0123990948,0.0128213817,0.0108283306,0.0088513382,0.020884366,0.0229232505,0.0230157601,0.0213465008,0.021224247,0.0136296731,0.0093390726,0.0186866478,0.0207799538,0.0211635356,0.0181151927,0.0190328134,0.0144527017,0.0083573396,0.0141916047,0.0159273747,0.0207550483,0.0214678717,0.0237105805,0.0205195442,0.0115070275,0.0119254891,0.0143384386,0.0182181242,0.0201852453,0.0232293735,0.0234058284,0.0199376263,0.0095923673,0.0130167188,0.0154822076,0.0188925125,0.0227169187,0.0244006513,0.0234987,0.006731438,0.0115919489,0.0124499366,0.0162052006,0.0209816268,0.0247060348,0.0255172284,0.0111359571,0.0162014132,0.0169576148,0.0188055103,0.021598503,0.026547349,0.0296206311,0.0224095863,0.0278480626,0.0259769061,0.0251949117,0.0269136509,0.0290049848,0.029585799,0.0368892764,0.0386020887,0.0336407763,0.0311448428,0.0333679205,0.0312415124,0.027597367,0.0238425321,0.0304896389,0.0291965161,0.0275838055,0.0291636725,0.0243962751,0.0165412673,0.0143292316,0.0193969091,0.0159174774,0.0157874614,0.0169187282,0.0122316424,0.0071323826,0.0266816937,0.0178205699,0.0100202059,0.0082340977,0.0069812615,0.0086128485,0.020088048,0.0103190614,0.0104689838,0.0092473961
0.0051120529,0.0042776235,0.0050090008,0.0019290638,0.0027144865,0.0184803679,0.016765897,0.0161203251,0.0118782757,0.0122847186,0.0104891182,0.0085822859,0.0202260677,0.022256996,0.0223555011,0.0206802078,0.02057452,0.0130660152,0.0090137294,0.0183667816,0.020377441,0.0206973581,0.0176979541,0.0185852758,0.0139755795,0.0079846338,0.0142622282,0.0159069319,0.0206484123,0.0213125938,0.0235354273,0.0202702981,0.0113292375,0.0121095811,0.0145652112,0.0184056556,0.0203635964,0.0234033351,0.0235446012,0.0200742584,0.00985589,0.0133461116,0.0157571175,0.0193084116,0.0230948115,0.0247400543,0.0237982025,0.0070184747,0.011947416,0.0128160452,0.016713208,0.0214583551,0.0251367085,0.0259325618,0.0117441048,0.0168331708,0.0176098083,0.0193976477,0.0221832135,0.0270637702,0.030164054,0.0233438828,0.0288535194,0.0269051509,0.0260345449,0.0277447132,0.0296937164,0.0301897003,0.0382940765,0.0400173083,0.0349126177,0.0322382956,0.034395506,0.0321257085,0.0282391683,0.0249797045,0.0317472367,0.0303972372,0.0286630772,0.0302180965,0.0251541464,0.0170649838,0.0153943351,0.0204635862,0.0168416972,0.0167021191,0.0177328377,0.0128366913,0.0075217481,0.0281106553,0.0189239507,0.010732335,0.0088667082,0.0073177541,0.0090071602,0.0210921901,0.0109287868,0.0110330311,0.009741334
0.0048966583,0.0040938931,0.0046587926,0.0018933982,0.0025743396,0.0179398662,0.0162532894,0.0155687644,0.0113759775,0.0117273967,0.0101666887,0.0083324843,0.0195464072,0.0215868195,0.0216867984,0.0200209828,0.0199595192,0.0125917973,0.0086853541,0.0180068496,0.0199224022,0.0202275502,0.0171960725,0.0181190487,0.0135010427,0.0076542376,0.0142712743,0.0158200024,0.020466071,0.0210992047,0.0232920634,0.0199756589,0.01113723,0.0122635913,0.0146984708,0.0184940735,0.0204672493,0.0235199067,0.023641813,0.0201434378,0.0100547067,0.0135875705,0.0159788876,0.0196449461,0.0234314685,0.025007574,0.0240491847,0.0072742745,0.0122869055,0.0131607473,0.0171449226,0.0218851101,0.0255200299,0.0263082496,0.0123635824,0.0174065055,0.0181981426,0.0200455412,0.0227696219,0.0275659108,0.0306550785,0.0242636984,0.029844923,0.0278275123,0.0268461772,0.0285214505,0.0303559792,0.0307829259,0.0396452404,0.0414063344,0.0361509588,0.033302975,0.0354121915,0.0329831445,0.0288724512,0.0261263139,0.0329923843,0.031585915,0.0297371428,0.031272869,0.0259139286,0.0175666637,0.0164389599,0.0215226919,0.0177717533,0.0175558519,0.0185315052,0.0134288722,0.0079388229,0.0295497379,0.0200196865,0.0114537571,0.0094755545,0.0077091978,0.0093862909,0.022091866,0.0115218242,0.0116367456,0.0102887385
